text,emotion
Nothing seems to cheer me up lately. That really hit me.,sadness
I'm so proud of my accomplishments. I couldn't believe it.,joy
Nothing seems to cheer me up lately. No way!,sadness
I'm afraid of what might happen next. Honestly.,fear
I feel embarrassed about what I did..,shame
I'm so proud of my accomplishments. I'm not joking.,joy
I’m just reading a book now. I'm still processing it.,neutral
I'm mad at myself for forgetting that. It left me stunned.,anger
Today has been really hard for me. I'm telling the truth.,sadness
I had no idea you were coming! I feel overwhelmed.,surprise
I feel embarrassed about what I did. I still can't believe it.,shame
What if I fail the exam tomorrow?.,fear
I can't breathe when I'm anxious.,fear
The sight of that was revolting. I still can't believe it.,disgust
This situation makes me sick. It's real.,disgust
I'm so proud of my accomplishments. That really hit me.,joy
This surprise party is amazing! I'm telling the truth.,joy
Today has been really hard for me. I'm speechless.,sadness
That's unbelievable news! It's real.,surprise
The meeting is scheduled at 3 PM. It was unexpected.,neutral
I'm afraid of what might happen next.,fear
That’s the most disgusting thing ever. It was unexpected.,disgust
Everyone was watching when I slipped. It was unexpected.,shame
I can't breathe when I'm anxious. I'm telling the truth.,fear
I feel embarrassed about what I did. I'm telling the truth.,shame
That was completely unfair and wrong..,anger
Today has been really hard for me. I'm speechless.,sadness
I'm mad at myself for forgetting that. It was unexpected.,anger
I had cereal for breakfast today. I still can't believe it.,neutral
I'm really scared of the dark. I'm not joking.,fear
I wish I could take back my words..,shame
This surprise party is amazing! I couldn't believe it.,joy
I had cereal for breakfast today. It left me stunned.,neutral
The thought of losing my job terrifies me. I'm telling the truth.,fear
The sight of that was revolting. Seriously.,disgust
I had cereal for breakfast today. Honestly.,neutral
Laughing with friends is the best feeling. It left me stunned.,joy
I just want to be alone and cry. I'm speechless.,sadness
This gift is such a wonderful surprise. That really hit me.,surprise
Why do people always interrupt me?!,anger
I had cereal for breakfast today. I couldn't believe it.,neutral
I just got a promotion at work! I'm not joking.,joy
Nothing seems to cheer me up lately. It's real.,sadness
I can't breathe when I'm anxious. That really hit me.,fear
I'm mad at myself for forgetting that. I couldn't believe it.,anger
This surprise party is amazing!.,joy
I feel embarrassed about what I did. I couldn't believe it.,shame
This surprise party is amazing! It's real.,joy
I miss my family so much. It was unexpected.,sadness
I'm mad at myself for forgetting that.!,anger
That's unbelievable news!,surprise
I had no idea you were coming! I'm speechless.,surprise
I can't believe I acted like that. I'm telling the truth.,shame
What if I fail the exam tomorrow? This just happened.,fear
That was completely unfair and wrong. No way!,anger
Why do people always interrupt me? It left me stunned.,anger
That food smelled terrible. I still can't believe it.,disgust
The sight of that was revolting. This just happened.,disgust
What if I fail the exam tomorrow? Seriously.,fear
I just got a promotion at work! That really hit me.,joy
Today has been really hard for me. It really happened.,sadness
Laughing with friends is the best feeling. I feel overwhelmed.,joy
Why do people always interrupt me? I'm telling the truth.,anger
That's unbelievable news! I'm telling the truth.,surprise
I had no idea you were coming! It really happened.,surprise
I'm so proud of my accomplishments. I still can't believe it.,joy
I just got a promotion at work! Seriously.,joy
Why do people always interrupt me?.,anger
She wore a red dress to the event. It really happened.,neutral
I can't believe I acted like that. It left me stunned.,shame
I'm so proud of my accomplishments. That really hit me.,joy
This is so frustrating and annoying! I feel overwhelmed.,anger
I'm mad at myself for forgetting that..,anger
I’m just reading a book now.,neutral
Nothing seems to cheer me up lately.!,sadness
I’m just reading a book now..,neutral
The weather is moderate and cloudy. I still can't believe it.,neutral
That was completely unfair and wrong. It's real.,anger
Why do people always interrupt me? Honestly.,anger
Today has been really hard for me. I'm telling the truth.,sadness
Today has been really hard for me. It really happened.,sadness
This surprise party is amazing!,joy
That's unbelievable news! No way!,surprise
That's unbelievable news! I'm not joking.,surprise
My best friend moved away. It was unexpected.,sadness
Laughing with friends is the best feeling. It was unexpected.,joy
This gift is such a wonderful surprise. No way!,surprise
I miss my family so much. Seriously.,sadness
You threw me a party? I'm shocked! I couldn't believe it.,surprise
I'm afraid of what might happen next. It really happened.,fear
Laughing with friends is the best feeling. This just happened.,joy
My best friend moved away. I couldn't believe it.,sadness
"Wow, I didn’t expect that at all! I couldn't believe it.",surprise
Everyone was watching when I slipped. I feel overwhelmed.,shame
The sight of that was revolting. It really happened.,disgust
This surprise party is amazing! It left me stunned.,joy
I wish I could take back my words. Can you believe it?,shame
That was completely unfair and wrong. I'm speechless.,anger
That food smelled terrible. It was unexpected.,disgust
I'm so proud of my accomplishments.,joy
She wore a red dress to the event.,neutral
The thought of losing my job terrifies me. I'm speechless.,fear
That was completely unfair and wrong. Honestly.,anger
She wore a red dress to the event. I still can't believe it.,neutral
That's unbelievable news! Can you believe it?,surprise
Today has been really hard for me. This just happened.,sadness
She wore a red dress to the event. I'm speechless.,neutral
I just got a promotion at work! Can you believe it?,joy
I'm really scared of the dark.,fear
I feel so ashamed of myself..,shame
She wore a red dress to the event. I'm still processing it.,neutral
I'm really scared of the dark. It's real.,fear
The meeting is scheduled at 3 PM. It was unexpected.,neutral
That's unbelievable news! It really happened.,surprise
Why do people always interrupt me? Can you believe it?,anger
I had no idea you were coming! It was unexpected.,surprise
The weather is moderate and cloudy. I'm telling the truth.,neutral
The thought of losing my job terrifies me. Can you believe it?,fear
She wore a red dress to the event. It's real.,neutral
I just got a promotion at work! I still can't believe it.,joy
The weather is moderate and cloudy. I couldn't believe it.,neutral
That was completely unfair and wrong.,anger
The meeting is scheduled at 3 PM. It really happened.,neutral
I just want to be alone and cry. I'm speechless.,sadness
I can't believe I acted like that. Honestly.,shame
That food smelled terrible. This just happened.,disgust
Why do people always interrupt me? Can you believe it?,anger
I had no idea you were coming! It really happened.,surprise
That food smelled terrible. I'm telling the truth.,disgust
I'm really scared of the dark. I'm not joking.,fear
This is so frustrating and annoying! I couldn't believe it.,anger
That’s the most disgusting thing ever. I couldn't believe it.,disgust
I'm really scared of the dark. Seriously.,fear
Laughing with friends is the best feeling. Seriously.,joy
This gift is such a wonderful surprise. Seriously.,surprise
I wish I could take back my words. Seriously.,shame
I'm afraid of what might happen next. It left me stunned.,fear
This situation makes me sick.!,disgust
She wore a red dress to the event. It left me stunned.,neutral
I can't believe I acted like that. No way!,shame
That food smelled terrible. I still can't believe it.,disgust
I'm afraid of what might happen next. Seriously.,fear
I can't breathe when I'm anxious. I'm still processing it.,fear
The weather is moderate and cloudy. I couldn't believe it.,neutral
I can't stand people who lie. It left me stunned.,disgust
I just want to be alone and cry. I couldn't believe it.,sadness
Why do people always interrupt me? I'm speechless.,anger
I'm so proud of my accomplishments. I'm still processing it.,joy
I'm afraid of what might happen next. I'm speechless.,fear
That's unbelievable news! I couldn't believe it.,surprise
That food smelled terrible.!,disgust
I had no idea you were coming! I'm speechless.,surprise
The weather is moderate and cloudy. It left me stunned.,neutral
Everyone was watching when I slipped. It left me stunned.,shame
"Wow, I didn’t expect that at all! I'm still processing it.",surprise
What if I fail the exam tomorrow? This just happened.,fear
Everyone was watching when I slipped. Seriously.,shame
Laughing with friends is the best feeling. I'm not joking.,joy
My best friend moved away. This just happened.,sadness
That food smelled terrible. It really happened.,disgust
I had cereal for breakfast today. No way!,neutral
I just want to be alone and cry. I feel overwhelmed.,sadness
